date,closeprice,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81
20020419,23.27,23.23,23.11,22.77,21.63,20.95,20.51,20.4,20.34,55.68,57.24,17.89,7.15,26.41,17.89,0.51,0.57,-0.06,0.96,2.43,0.21,0.98,1.2,-0.5,-0.77,0.15,-0.6,-0.31,0.18,-0.61,23.04,-3.22,48.44,73.1,82.32,32.81,2.3,27.54,30.51,58.33,54.17,16.82,64.26,81.94,21.7,-4.71,0.53,0.66,0.74,0.28,24.39,101.35,0.69,3.31,28.22,40.03,0.32,-3.15,0.1,-0.01,57.41,0.08,0.48,18.37,28013,23.22,23.04,22.99,21.41,160695,-3699.83,143.22,1203.82,-0.07,-0.02,68.54,0.05,-0.07,14361.46,-80975.21,-0.66,-11.91
20020422,23.5,23.32,23.18,22.84,21.69,21,20.53,20.43,20.35,61.17,59.62,19.75,11.35,21.6,19.75,0.51,0.56,-0.05,0.96,2.45,1,1.81,1.83,-0.77,-0.81,-0.37,-0.08,-0.46,0.18,0.39,23.08,-0.91,60.42,79.35,86.43,33.52,2.36,27.12,31.16,58.33,54.17,48.16,74.44,86.07,42.39,-4.86,0.46,0.63,0.7,0.45,24.29,100.99,-0.3,2.76,27.26,38.96,0.31,-2.84,0.01,-0.1,71.6,0.07,0.71,20.43,23133,23.27,23.08,23.08,21.45,183828,8046.26,155.37,984.38,0.02,-0.02,77.14,0.19,-0.02,14590.11,-84495.45,-0.4,-24.79
20020423,23.42,23.35,23.23,22.9,21.75,21.04,20.55,20.45,20.37,58.16,58.39,11.19,11.3,2.64,11.19,0.49,0.54,-0.05,0.96,2.45,0.26,1.09,1.45,-0.44,-0.83,-0.16,-0.54,0.15,0.19,0.85,23.17,1.55,56.25,77.17,85,34.14,2.36,26.57,31.78,50,54.17,23.05,62.13,77.15,50,-4.86,0.39,0.59,0.66,0.29,24.22,102,-1.93,2.04,26.3,37.87,0.31,-2.92,0.16,0.11,64.94,0.07,0.54,17.15,15158,23.36,23.17,23.09,21.51,168670,8939.33,151.96,647.22,-0.03,-0.03,64.67,0.05,-0.08,14538.51,-84495.45,-0.8,-48.27
20020424,23.34,23.35,23.25,22.94,21.8,21.07,20.58,20.46,20.39,54.93,57.1,14.17,12.26,17.15,14.17,0.47,0.53,-0.06,0.96,2.45,-0.34,0.54,1.09,-0.27,-0.88,-0.62,0.07,-0.07,0.21,0.46,23.21,0.85,52.08,75,83.57,34.77,2.37,26.26,32.4,50,50,42.69,67.83,77.66,28.95,-5.28,0.38,0.54,0.66,0.23,24.05,101.3,1,1.88,24.94,36.68,0.32,-3.23,0.25,0.22,59.74,0.07,0.37,21.59,16927,23.42,23.21,23.09,21.55,151743,-10690.74,143.32,725.24,0.03,-0.02,75.85,0.19,-0.02,14480.69,-91622.61,-0.5,-41.62
20020425,23.04,23.25,23.21,22.95,21.84,21.11,20.6,20.48,20.4,43.93,52.37,3.39,9.3,-7.38,3.39,0.42,0.51,-0.09,0.97,2.46,-1.18,-0.85,-0.31,0.38,-0.33,-0.23,-0.37,0.46,0.08,0.23,23.24,-0.01,41.42,66.85,78.21,35.32,2.32,25.05,32.99,50,50,-38.69,26.78,55.76,35.85,-5.57,0.53,0.54,0.64,-0.06,23.89,97.75,2.08,1.91,22.29,35.14,0.32,-3.53,0.25,0.26,20,0.07,0.25,2.8,20820,23.31,23.24,23.11,21.6,130923,-2749.81,142.54,903.65,-0.1,-0.03,63.5,0.04,-0.08,14213.08,-97515.06,-0.3,-27.16
20020426,22.73,23.07,23.12,22.93,21.87,21.13,20.62,20.5,20.41,35.19,47.9,1.7,6.77,0,1.7,0.36,0.48,-0.12,0.97,2.45,-2.05,-2.08,-1.74,0.76,0.03,-0.68,0.15,0.69,-0.01,-0.23,23.21,-0.85,24.07,58.42,72.68,35.85,2.29,23.76,33.56,41.67,45.83,-79.34,-0.75,43.09,8.7,-6.39,0.46,0.52,0.61,-0.37,23.79,97.68,-0.66,1.51,17.99,33.11,0.33,-3.99,0.16,0.34,0,0.06,0.26,0.18,15434,23.21,23.21,23.13,21.63,115489,-15434,133.14,679.01,-0.03,-0.03,33.79,0.19,-0.03,14005.42,-110264.89,-0.23,-45.72
20020429,22.27,22.81,22.97,22.87,21.88,21.15,20.63,20.51,20.42,25.98,42.09,0.85,4.79,0,0.85,0.26,0.43,-0.17,0.96,2.45,-3.01,-3.65,-3.7,1.58,0.65,-0.31,0.23,1.07,-0.15,-1,23.11,-1.85,0,43.63,62.94,36.37,2.28,22.39,34.09,41.67,41.67,-178.06,-79.44,12.24,8.7,-7.22,0.46,0.46,0.57,-0.77,23.68,94.77,-2.37,0.92,11.51,30.36,0.3,-4.45,-0.02,0.06,0,0.06,0.22,15.78,11945,22.96,23.11,23.12,21.65,103544,-11945,136.52,536.37,-0.18,-0.03,39.22,0.04,-0.1,13763.68,-120132.5,-0.52,-51.76
20020430,21.65,22.42,22.73,22.75,21.88,21.16,20.64,20.52,20.43,18.26,35.71,-0.28,3.1,-1.41,-0.28,0.14,0.37,-0.24,0.96,2.43,-4.23,-5.8,-6.06,2.25,1.57,-0.39,0.45,1.39,-0.38,-1.31,22.98,-1.08,2.94,18.94,50.66,36.85,2.22,22.14,34.62,33.33,41.67,-235.52,-175.69,-27.92,13.1,-7.96,0.84,0.5,0.58,-1.43,23.63,92.44,-5.71,-0.1,2.24,26.65,0.3,-5.22,-0.13,-0.37,2.94,0.08,0.23,33.18,17931,22.61,22.98,23.05,21.66,85613,-14942.5,119.54,828.22,-0.23,-0.04,17.67,0.16,-0.03,13264.48,-133367.28,0.06,-26.45
20020502,20.35,21.73,22.3,22.52,21.83,21.15,20.64,20.51,20.43,10.44,26.53,-0.98,1.74,-1.67,-0.98,-0.07,0.29,-0.35,0.95,2.4,-7.53,-10.41,-11.17,3.45,2.87,-0.85,0.09,2.38,-0.71,-2.69,22.71,-2.62,4.24,3.93,17.86,37.28,2.04,23.32,35.24,25,41.67,-260.35,-327.71,-107.32,13.28,-8.69,1.77,0.69,0.66,-2.82,23.91,87.19,-12.55,-2.02,-12.46,21.19,0.25,-6.83,-0.39,-1,4.62,0.13,0.22,54.32,29959,22.01,22.71,22.91,21.65,55654,-24542.68,86.29,1472.19,-0.55,-0.09,15.77,-0.02,-0.1,11465.55,-155371.07,-0.38,20.33
20020503,19.96,21.14,21.87,22.28,21.76,21.13,20.63,20.51,20.43,9.05,24.47,-4.26,-0.26,-7.54,-4.26,-0.26,0.18,-0.43,0.95,2.35,-6.69,-10.71,-12.18,4.52,4.01,-0.3,1.99,2.31,-0.96,-3.61,22.35,-3.61,19.84,18.71,18.71,37.69,1.8,25.25,35.9,25,41.67,-235.5,-400.11,-187.2,50,-8.69,1.22,0.83,0.71,-3.25,24.05,86.63,-13.07,-3.72,-29.87,14.37,0.25,-7.22,-0.75,-1.77,21.15,0.17,0.28,65.09,24590,21.39,22.35,22.73,21.62,31064,15318.36,81.02,1231.96,-0.74,-0.13,0,0.16,-0.05,10994.3,-155371.07,0.13,20.59
20020506,18.58,20.29,21.27,21.93,21.66,21.09,20.61,20.5,20.42,5.78,18.82,-2.13,-0.88,0,-2.13,-0.51,0.04,-0.55,0.94,2.31,-9.64,-15.1,-17.29,5.85,5.46,0.61,0.93,3.07,-1.32,-4.69,21.88,-4.08,0,0,0,38.05,1.47,27.25,36.59,16.67,37.5,-198.13,-350.77,-235.21,19,-9.31,1,0.97,0.76,-4.66,24.25,81.74,-19.36,-6.12,-52.34,5.5,0.3,-8.6,-1.16,-2.66,0,0.23,0.17,67.78,25786,20.56,21.88,22.46,21.57,5278,-25786,94.02,1387.84,-0.19,-0.15,0,-0.09,-0.1,9211.5,-171358.39,0.04,27.85
20020507,18.97,19.85,20.85,21.64,21.57,21.05,20.6,20.49,20.41,16.07,24.21,-12.79,-4.85,-23.45,-12.79,-0.67,-0.1,-0.57,0.94,2.27,-4.68,-11.48,-14.77,5.49,6.8,1.32,3.46,1.38,-1.53,-4.53,21.43,-4.92,12.3,11.69,11.69,38.44,1.13,29.27,37.3,16.67,37.5,-149.27,-271.33,-227.2,83.33,-8.64,0.93,1.03,0.78,-4.24,24.43,85.18,-19.52,-8.18,-72.99,-3.96,0.31,-7.9,-1.65,-3.37,13.01,0.27,0.37,69.84,19509,19.9,21.43,22.26,21.54,24787,9859.39,106.03,1028.41,-0.16,-0.16,0,0.16,-0.03,9621,-158352.39,-0.72,-1.5
20020508,18.97,19.56,20.51,21.39,21.49,21.02,20.59,20.48,20.4,16.07,24.21,-26.21,-11.97,-39.63,-26.21,-0.8,-0.24,-0.55,0.93,2.22,-2.04,-9.61,-14.07,4.62,7.56,3.46,1.38,0.99,-1.62,-4.45,20.99,-5.3,12.3,11.69,11.69,38.86,0.84,30.87,38.02,16.67,37.5,-110.3,-205.26,-196.16,50,-8.64,0.54,1.04,0.78,-4.14,24.47,87.62,-18.48,-9.77,-89.98,-13.4,0.31,-7.9,-2.18,-3.99,13.81,0.3,0.29,64.2,14170,19.37,20.99,22.08,21.51,24787,-5772.96,97.76,746.97,0.13,-0.15,10.28,-0.09,-0.1,9621,-158352.39,-0.49,-28.1
20020509,19.04,19.38,20.24,21.17,21.41,20.98,20.57,20.47,20.39,18.38,25.27,-34.67,-19.54,-43.13,-34.67,-0.87,-0.37,-0.51,0.93,2.18,-0.34,-7.37,-13,1.65,7.04,1.45,1.06,-0.46,-1.45,-4.3,20.56,-4.76,14.31,12.85,12.85,39.26,0.52,31.93,38.74,16.67,37.5,-86.25,-163.37,-174.4,5.74,-9.53,0.61,1.06,0.76,-3.94,24.47,93.56,-18.98,-11.18,-102.3,-22.33,0.31,-7.83,-2.66,-4.32,15.65,0.32,0.18,55.41,11866,19.1,20.56,21.88,21.48,36653,-9142.66,87.54,623.21,0.1,-0.14,20.22,0.16,-0.03,9664.78,-168856.72,-0.49,-38.2
20020510,19.66,19.48,20.14,21.02,21.35,20.96,20.57,20.46,20.39,36.82,34.17,-51.75,-30.27,-68.83,-51.75,-0.88,-0.47,-0.41,0.92,2.14,3.23,-2.76,-9.52,-0.14,5.99,1.68,0.16,-0.69,-1.17,-3.38,20.22,-3.61,25.84,23.21,23.21,39.71,0.22,33.02,39.49,25,37.5,-68,-132.88,-152.11,86.47,-8.8,0.85,1.07,0.78,-3.05,24.55,98.5,-16.05,-11.93,-107.58,-29.86,0.32,-6.98,-3.02,-4.27,31.17,0.33,0.73,57.18,10685,19.04,20.22,21.73,21.47,47338,10685,113.28,543.49,-0.03,-0.14,34.48,-0.09,-0.07,10012.72,-161062.95,-0.3,-41.25
20020513,19.2,19.38,19.97,20.85,21.28,20.93,20.55,20.45,20.38,30.66,31.16,-37.61,-32.72,-23.47,-37.61,-0.91,-0.56,-0.35,0.91,2.1,0.17,-3.35,-10.86,-1.2,3.51,-0.3,-1.15,-0.23,-0.7,-3.53,19.87,-3.3,17.29,15.53,15.53,40.16,-0.07,34.03,40.23,25,37.5,-61.29,-118.92,-142.86,10.53,-9.59,0.38,0.88,0.78,-3.15,24.55,103.34,-17.74,-12.83,-109.74,-36.53,0.31,-7.44,-3.35,-4.04,22.41,0.35,0.42,57.18,4835,19.17,19.87,21.54,21.45,42503,-4835,99.86,251.82,0.12,-0.13,42.63,0.16,-0.05,9899.59,-164880.06,-0.71,-71.77
20020514,19.2,19.32,19.83,20.69,21.21,20.9,20.54,20.45,20.38,30.66,31.16,-29.15,-31.53,-20.68,-29.15,-0.92,-0.63,-0.29,0.91,2.06,-0.07,-1.83,-10.01,-0.93,1.76,-1.15,-0.23,-0.16,-0.34,-3.07,19.56,-2.07,17.29,15.53,15.53,40.62,-0.35,34.97,40.97,25,37.5,-53.5,-106.25,-132.04,10.53,-10.38,0.38,0.74,0.78,-2.68,24.44,101.21,-16.67,-13.42,-109.19,-42.27,0.31,-7.44,-3.56,-3.75,25.2,0.36,0.45,57.18,9173,19.21,19.56,21.34,21.43,42503,-9173,77.11,477.76,0,-0.13,52.49,-0.09,-0.07,9899.59,-172121.9,-0.56,-45.56
20020515,19.96,19.54,19.85,20.62,21.17,20.89,20.54,20.44,20.37,50.41,41.3,-20.56,-27.87,-11.98,-20.56,-0.86,-0.68,-0.18,0.91,2.03,2.82,2.94,-5.79,-0.61,-0.12,0.53,0.6,-0.3,0.02,-1.69,19.39,-0.38,33.33,28.21,28.21,41.1,-0.63,35.01,41.73,33.33,37.5,-28.02,-80.39,-106.21,93.44,-9.51,0.61,0.65,0.81,-1.47,24.32,105.22,-12.19,-13.23,-103.34,-46.3,0.31,-6.68,-3.59,-3.19,88.02,0.36,0.75,39.17,14463,19.41,19.39,21.19,21.43,56966,14463,90.58,724.6,0.11,-0.13,78.53,0.2,-0.05,10472.08,-159555.69,-0.06,-12.36
20020516,19.27,19.45,19.75,20.49,21.11,20.86,20.53,20.44,20.37,38.47,36.05,14.7,-13.68,49.96,14.7,-0.86,-0.71,-0.14,0.9,2,-0.97,-0.06,-8.23,-0.45,-0.91,-0.09,-0.99,-0.07,0.18,-1.08,19.28,1.61,20.33,17.36,16.69,41.61,-0.89,35.2,42.5,33.33,37.5,-35.65,-83.19,-113.4,4.61,-10.42,0.76,0.62,0.83,-1.72,24.27,101.21,-13.47,-13.27,-97.36,-49.6,0.29,-7.37,-3.43,-2.55,59.17,0.36,0.38,42.08,7435,19.46,19.28,21,21.41,49531,-6065.39,97.87,385.83,-0.08,-0.12,63.42,-0.09,-0.1,10215.06,-166305.88,-0.38,-47.83
20020517,19.66,19.52,19.73,20.41,21.06,20.84,20.52,20.43,20.36,46.99,40.7,19.92,-2.48,25.14,19.92,-0.81,-0.73,-0.08,0.9,1.97,1.04,2.12,-5.49,-0.71,-1.09,-0.6,0.32,-0.46,0.21,-0.3,19.25,3.31,31.17,24.43,23.21,42.16,-1.13,35.02,43.29,41.67,37.5,-10.96,-68.13,-97.41,60.39,-10.21,0.77,0.67,0.86,-0.9,24.28,100,-9.19,-12.64,-89.57,-51.8,0.29,-6.98,-3.1,-1.93,75.14,0.35,0.6,34.45,23701,19.46,19.25,20.8,21.39,73232,-4617.08,99.2,1205.54,0.05,-0.12,69.79,0.22,-0.05,10694.74,-161381,0.32,67.35
20020520,19.58,19.54,19.7,20.33,21.01,20.82,20.51,20.42,20.36,45.44,40.05,18.7,4.58,17.47,18.7,-0.78,-0.74,-0.04,0.9,1.95,0.24,1.18,-5.03,-0.13,-0.95,0.24,-0.54,0.38,0.18,1,19.35,5.69,31.57,23.02,21.87,42.77,-1.33,34.85,44.09,41.67,33.33,7.4,-63.13,-93.84,21.3,-10.79,0.54,0.66,0.86,-0.64,24.29,101.98,-3.78,-11.28,-81.26,-53.13,0.3,-7.44,-2.53,-1.03,58.78,0.33,0.52,34.45,29348,19.53,19.35,20.62,21.38,43884,-20652.3,97.66,1498.88,0.01,-0.1,43.1,-0.1,-0.1,10575.32,-178228.93,-0.02,102.14
20020521,18.51,19.2,19.49,20.16,20.93,20.78,20.5,20.41,20.35,29.72,32.46,9.35,6.17,0,9.35,-0.82,-0.76,-0.07,0.89,1.92,-4.57,-4.12,-9.12,0.56,-0.45,-1.61,-0.69,0.76,0.09,-0.46,19.31,4.07,6.5,4.22,4.01,43.38,-1.55,35.69,44.92,41.67,33.33,-90.05,-84.85,-119.34,14.62,-11.49,1.3,0.72,0.89,-1.36,24.49,96.41,-7.26,-10.66,-77.4,-54.81,0.3,-8.74,-2.13,-0.51,0,0.32,0.25,53.51,19648,19.4,19.31,20.37,21.35,24236,-19648,85.68,1061.48,-0.4,-0.12,37.17,0.22,-0.11,9501.6,-192133.67,-0.2,35.2
20020522,19.04,19.14,19.4,20.05,20.87,20.75,20.48,20.4,20.34,41.71,38.73,3.78,5.37,-1.79,3.78,-0.81,-0.77,-0.04,0.88,1.89,-0.9,-1.41,-5.5,1.52,0.51,-0.16,1.29,0.62,-0.1,0.07,19.31,4.52,40.1,13.53,12.85,44,-1.67,36.53,45.67,50,33.33,-105.69,-82.7,-115.79,87.7,-10.74,0.61,0.74,0.81,-0.52,24.64,95.39,2.48,-8.64,-73.34,-56.01,0.29,-8.13,-1.67,-0.15,36.09,0.3,0.5,54.7,12803,19.21,19.31,20.15,21.35,37039,12803,73.78,672.43,-0.2,-0.09,36.03,-0.1,-0.07,9868.19,-182478.94,-0.5,-11.06
20020523,18.89,19.06,19.31,19.94,20.8,20.72,20.47,20.39,20.33,39.42,37.65,-1.17,3.19,-6.11,-1.17,-0.8,-0.77,-0.03,0.88,1.86,-1.29,-2.11,-5.2,1.81,0.82,1.14,0.47,0.69,-0.16,-0.15,19.3,4.15,33.51,10.9,10.35,44.69,-1.68,36.77,46.37,41.67,29.17,-60.13,-72.32,-102.12,33.7,-11.06,0.46,0.75,0.75,-0.5,24.74,98.03,-0.42,-7.37,-69.65,-56.88,0.3,-8.51,-1.26,0.03,27.22,0.27,0.42,43.07,8756,19.14,19.3,19.93,21.35,28283,-5710.43,77.11,463.53,0.16,-0.03,32.15,0.22,-0.11,9799.21,-185334.16,-0.55,-37.83
20020524,19.58,19.23,19.36,19.91,20.76,20.7,20.46,20.39,20.33,53.48,45.31,-10.79,-1.47,-20.41,-10.79,-0.73,-0.77,0.04,0.88,1.84,2.41,1.51,-0.88,0.21,0.9,1.16,1.38,-1.07,-0.17,-0.08,19.29,3.3,70.81,23.02,21.87,45.39,-1.65,35.99,47.04,50,33.33,41.81,-52.11,-79.62,89.13,-10.28,0.69,0.77,0.71,0.3,24.84,99.59,3.22,-5.75,-63.1,-56.66,0.31,-7.82,-0.93,0.08,68.05,0.23,0.76,22.59,22417,19.12,19.29,19.75,21.36,50700,12670.48,76.29,1144.89,0.11,-0.01,47.3,-0.06,-0.07,10618.04,-167790.42,0.58,46.92
20020527,19.5,19.32,19.39,19.87,20.72,20.68,20.45,20.38,20.33,51.81,44.61,-11.24,-4.73,-11.69,-11.24,-0.67,-0.75,0.07,0.87,1.81,2.07,0.94,-0.47,-0.74,1.14,1.3,-1.15,-0.46,-0.21,0.3,19.32,3.83,63.31,21.62,20.53,46.1,-1.58,35.27,47.68,41.67,29.17,35.78,-48.71,-75.11,82.61,-9.63,0.46,0.72,0.67,0.25,24.9,99.59,2.42,-4.49,-55.59,-55.71,0.31,-7.98,-0.55,-0.06,63.31,0.19,0.59,22.59,13244,19.1,19.32,19.59,21.36,37456,4030.78,49.83,679.18,0.02,0.01,41.91,0.22,-0.12,10563.93,-159153.03,0.12,-17.73
20020528,19.5,19.38,19.41,19.83,20.68,20.67,20.45,20.38,20.32,51.81,44.61,4.74,-1.57,20.72,4.74,-0.62,-0.72,0.1,0.87,1.78,1.03,0.78,0.24,-1.86,0.25,-1.15,-0.46,-0.61,-0.05,0.3,19.35,3.37,63.31,21.62,20.53,46.8,-1.54,33.66,48.33,33.33,29.17,89.01,-36.69,-63.22,33.33,-9.96,0.69,0.7,0.68,0.15,24.99,105.35,-0.81,-3.92,-47.93,-54.2,0.33,-7.98,-0.21,0.09,63.31,0.14,0.88,4.18,19952,19.3,19.35,19.45,21.37,37456,-15903.77,56.52,1023.18,0.12,0.01,67.13,-0.06,-0.07,10563.93,-165803.7,0.87,16.16
20020529,19.2,19.32,19.37,19.77,20.63,20.64,20.44,20.37,20.31,44.32,41.76,17.74,4.87,30.75,17.74,-0.6,-0.7,0.1,0.87,1.76,-0.69,-0.38,-0.68,-0.59,-0.31,-0.76,-0.91,0.38,0.06,-0.76,19.27,0.93,45.56,17.29,15.53,47.44,-1.53,32.71,48.97,33.33,29.17,-44.23,-53.1,-75.93,30.77,-10.35,0.39,0.69,0.67,-0.11,25.06,100.84,0,-3.32,-41.84,-52.57,0.33,-8.28,-0.12,-0.08,45.56,0.09,0.29,16.05,6642,19.33,19.27,19.33,21.36,30814,-1192.15,47.26,345.94,-0.32,-0.02,77.25,0.22,-0.13,10461.75,-168358.31,0.37,-59.49
20020530,19.43,19.36,19.38,19.74,20.59,20.62,20.43,20.36,20.31,50.86,44.72,20.4,10.05,23.06,20.4,-0.55,-0.67,0.12,0.87,1.74,-0.06,0.73,0.75,-0.14,-0.79,-0.68,0.61,0.07,0.15,0.16,19.29,1.24,59.17,21.56,19.37,48.07,-1.52,31.53,49.58,41.67,33.33,-6.86,-44.92,-67.97,57.41,-10.2,0.54,0.58,0.65,0.12,25.14,102.86,1.2,-2.63,-35.91,-50.59,0.32,-7.89,0.01,-0.02,59.17,0.08,0.61,10.21,10294,19.44,19.29,19.29,21.35,41108,4575.11,53.6,529.8,0.04,-0.02,91.92,-0.05,-0.07,10585.06,-166833.28,0.12,-38.29
20020531,20.12,19.61,19.51,19.78,20.58,20.61,20.43,20.36,20.31,65.45,52.59,10.2,10.1,0,10.2,-0.46,-0.62,0.17,0.87,1.72,2.92,4.06,4.29,-0.15,-1.14,1.3,0.76,-0.62,0.21,0.46,19.34,0.76,100,34.39,30.88,48.72,-1.52,29.45,50.23,41.67,37.5,106.03,-18.13,-49.02,83.7,-9.53,0.92,0.62,0.68,0.82,25.28,102.76,0.8,-2.1,-27.59,-47.69,0.32,-6.97,0.08,0.09,100,0.08,0.74,8.25,10094,19.55,19.34,19.29,21.34,51202,10094,61.03,501.69,0.32,-0.01,92.09,0.22,-0.1,10943.52,-160030.8,-0.3,-34.11
20020603,19.66,19.63,19.54,19.77,20.55,20.6,20.42,20.36,20.31,52.89,47.65,12.79,10.99,15.37,12.79,-0.41,-0.58,0.17,0.86,1.69,0.4,1.64,1.62,-0.86,-1.24,0.3,-1.08,-0.46,0.24,0.08,19.34,-0.92,72.78,25.84,23.21,49.4,-1.51,27.52,50.91,41.67,37.5,51.57,-24.43,-53.08,28.26,-9.96,0.69,0.68,0.72,0.37,25.43,100.82,2.02,-1.46,-20.54,-44.66,0.32,-7.43,-0.01,0.05,72.78,0.08,0.46,8.25,9160,19.58,19.34,19.35,21.31,42042,1194.78,63.92,465.92,-0.03,-0.01,77.34,-0.05,-0.09,10734.09,-164013.41,0.23,-31.13
20020604,19.5,19.59,19.53,19.74,20.51,20.58,20.41,20.35,20.3,48.96,46.02,16.43,12.8,20.06,16.43,-0.39,-0.54,0.16,0.86,1.67,-0.42,0.3,0.65,-0.97,-0.72,-1.24,-0.62,-0.07,0.14,0.99,19.44,1.45,63.31,24.26,20.53,50.05,-1.52,25.85,51.57,33.33,37.5,12.29,-32.82,-57,82.61,-9.31,0.46,0.63,0.7,0.18,25.51,100,-0.81,-1.36,-15.37,-41.73,0.32,-7.59,0.14,0.19,52.67,0.08,0.4,5.42,5383,19.58,19.44,19.37,21.29,36659,1638.3,66.64,276.05,-0.16,-0.03,65.77,0.22,-0.11,10690.29,-160502.76,-0.77,-54.67
20020605,19.5,19.56,19.53,19.72,20.48,20.56,20.4,20.34,20.3,48.96,46.02,9.77,11.79,3.12,9.77,-0.36,-0.51,0.15,0.86,1.66,-0.72,0.06,0.52,0.08,-0.78,-0.62,-0.07,0.62,0.15,0.46,19.49,0.39,63.31,25,21.35,50.71,-1.5,24.26,52.21,33.33,37.5,61.46,-9.36,-47.36,16.3,-9.98,0.46,0.63,0.67,0.15,25.43,101.56,-0.41,-1.22,-11.58,-38.93,0.31,-7.59,0.18,0.43,42.59,0.07,0.33,15.88,10617,19.64,19.49,19.4,21.25,36659,-10617,70.88,544.46,0.13,-0.01,59.59,-0.05,-0.09,10690.29,-167657.69,-0.64,-8.91
20020606,19.27,19.46,19.48,19.68,20.44,20.54,20.39,20.34,20.29,42.44,43.46,10.93,11.51,12.09,10.93,-0.36,-0.48,0.12,0.86,1.64,-1.73,-1.31,-0.73,0.79,-0.42,-0.3,0.39,0.39,0.08,0.38,19.53,0.53,49.7,22.42,17.57,51.33,-1.51,22.7,52.84,33.33,37.5,13.24,-23.12,-52.92,21.3,-10.56,0.54,0.6,0.65,0,25.05,99.18,4.11,-0.4,-9.74,-36.48,0.32,-8.13,0.23,0.47,21.3,0.07,0.18,5.9,9247,19.61,19.53,19.41,21.21,27412,-9247,73.66,479.87,-0.11,-0.02,56.69,0.22,-0.12,10581.22,-172966.15,-0.53,-21
20020607,18.81,19.24,19.36,19.59,20.39,20.51,20.38,20.33,20.28,32.17,38.76,5.46,9.49,0,5.46,-0.38,-0.46,0.07,0.86,1.63,-2.78,-3.29,-2.89,1.43,0.5,-0.07,-0.07,0.69,-0.1,-0.77,19.45,-0.69,22.49,13.01,9.49,51.89,-1.56,22.02,53.45,25,37.5,-105.39,-96.45,-70.36,20.51,-11.15,0.39,0.6,0.65,-0.48,24.6,93.49,-1.21,-0.52,-10.94,-34.77,0.32,-8.59,0.16,0.23,0,0.08,0.24,11.1,10467,19.35,19.45,19.37,21.16,16945,-10467,80.79,556.46,-0.2,-0.04,38.15,-0.07,-0.09,10331.36,-179139,-0.18,-0.41
20020610,19.04,19.18,19.3,19.54,20.34,20.49,20.37,20.32,20.28,40.77,42.17,0.01,6.33,-5.44,0.01,-0.38,-0.44,0.06,0.87,1.62,-0.96,-1.87,-1.66,1.33,0.91,0.16,0.92,0.46,-0.18,-0.46,19.4,-0.76,36.09,20.87,13.53,52.48,-1.52,21.09,54,33.33,37.5,-65.9,-62.21,-61.05,28.95,-11.57,0.38,0.6,0.59,-0.3,24.2,96.85,0.79,-0.32,-12.52,-33.33,0.32,-8.36,0.08,0.12,17.56,0.08,0.45,4.99,8085,19.22,19.4,19.36,21.13,25030,-5106.32,96.59,424.63,0.07,0,35.41,0.22,-0.11,10430.22,-182543.21,-0.08,-19.1
20020611,18.58,18.98,19.17,19.45,20.28,20.46,20.36,20.31,20.27,31.26,37.6,-1.99,3.56,-3.99,-1.99,-0.42,-0.44,0.02,0.87,1.62,-2.42,-3.79,-3.88,1.58,1.37,0.46,0,0.69,-0.27,-0.92,19.31,-1.22,4.35,16.15,5.45,53.04,-1.52,20.94,54.55,25,37.5,-158.32,-138.22,-73.51,5.07,-12.47,0.69,0.57,0.6,-0.76,23.93,95.28,-5.11,-1.06,-15.99,-32.55,0.32,-8.98,-0.04,-0.26,4.35,0.09,0.17,19.98,8518,19.04,19.31,19.33,21.08,16512,-6789.71,107.04,458.45,-0.25,-0.01,36.11,-0.1,-0.09,10224.42,-190197.06,-0.62,-3.76
20020612,18.58,18.84,19.06,19.37,20.23,20.42,20.34,20.29,20.26,31.26,37.6,-4.71,0.8,-7.43,-4.71,-0.44,-0.44,0,0.87,1.61,-1.46,-3.48,-3.54,1.2,2.01,0,0.69,0.23,-0.39,-0.62,19.25,0.14,8.88,16.76,5.45,53.56,-1.55,20.92,55.11,25,33.33,-165.07,-151.51,-77.08,50,-12.47,0.46,0.52,0.6,-0.86,23.77,95.28,-4.72,-1.62,-19.93,-32.17,0.32,-8.98,-0.02,-0.48,8.88,0.09,0.36,22.35,11251,18.86,19.25,19.26,21.04,16512,-3913.39,94.99,605.54,-0.08,-0.02,32.7,0.22,-0.11,10224.42,-190197.06,-0.15,20.83
