,closeprice,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77
20030813,8.3,8.26,8.63,8.46,7.6,8.01,10.19,-0.3,-0.48,-0.78,-0.19,-0.11,44.67,48.68,51.47,50.47,18.54,13.1,47.93,50.8,30.18,19.92,48.04,50.92,29.71,23.92,13.53,6.79,0.35,0.42,0.46,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,-17.65,-73.32,-20.53,34.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.21,7.95,1.99,1.06,19718,1180.19,5.73,4.4,5.06,-6.21,-13.54,3,-1
20030814,7.9,8.17,8.57,8.5,7.61,8,10.16,-0.3,-0.5,-0.81,-0.2,-0.12,36.64,44.36,49.85,49.59,20.37,13.99,47.31,50.22,24.02,15.78,46.08,49.07,28.49,23,13.27,6.66,0.38,0.41,0.47,0.37,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,-29.91,-79.17,-32.53,26.78,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,17.47,5.42,2.76,1.5,18419,1117.58,-4.82,0.64,-2.47,-10.23,-14.59,4,1
20030815,8.1,8.09,8.52,8.54,7.61,7.99,10.14,-0.28,-0.51,-0.79,-0.21,-0.13,42.39,46.84,50.64,50.03,22.94,15.45,46.97,50.15,28.08,18.35,46.27,50,27.38,22.12,13.03,6.54,0.38,0.39,0.47,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-25.8,-74.59,-39.46,24.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17.47,5.42,2.76,1.5,19699,1149.99,2.53,3.18,1.89,-8.99,-10,5,1
20030818,8,8.02,8.48,8.57,7.62,7.98,10.11,-0.27,-0.52,-0.79,-0.23,-0.14,40.36,45.77,50.24,49.81,25.04,16.07,45.94,49.94,29.26,17.32,43.88,49.54,25.65,21.15,12.81,6.44,0.36,0.38,0.47,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,15.97,-62.96,-41.55,25.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10.09,2.75,3.54,1.94,18970,1140.99,-1.23,-3.61,1.91,-8.05,-10.61,1,-1
20030819,8,8,8.43,8.6,7.63,7.96,10.09,-0.26,-0.53,-0.79,-0.24,-0.14,40.36,45.77,50.24,49.81,29.35,16.31,44.19,49.73,37.96,16.8,40.69,49.31,24.1,20.23,12.6,6.34,0.32,0.37,0.47,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,52.17,-57.23,-45.79,25.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10.09,2.75,3.54,1.94,18970,1140.99,0,1.27,1.91,-2.44,-10.11,2,1
20030820,7.95,8,8.39,8.62,7.64,7.95,10.06,-0.25,-0.54,-0.79,-0.25,-0.15,39.2,45.2,50.03,49.7,32.56,16,41.93,49.4,38.98,15.38,37.4,48.73,23.35,19.49,12.39,6.23,0.31,0.36,0.46,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-9.09,-61.04,-54.95,20.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.56,5.41,2.68,1.48,18240,1136.43,-0.62,-1.85,-4.22,0.63,-9.66,3,1
20030821,7.9,7.98,8.32,8.64,7.64,7.94,10.04,-0.24,-0.55,-0.79,-0.26,-0.16,37.98,44.61,49.82,49.59,32.97,15.17,39.68,48.92,33.78,13.5,35.17,47.97,22.67,18.79,12.18,6.13,0.28,0.35,0.46,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-54.55,-63.25,-62.86,17.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.56,5.41,2.68,1.48,17553,1132.11,-0.63,-1.25,0,-2.47,-15.05,4,-1
20030822,7.8,7.96,8.24,8.66,7.65,7.93,10.02,-0.24,-0.56,-0.8,-0.27,-0.17,35.54,43.42,49.41,49.37,29.99,13.61,37.27,48.17,24.03,10.5,32.47,46.67,22.74,18.26,11.97,6.02,0.26,0.33,0.46,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-102.86,-72.44,-74.28,11.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23.37,8.18,1.81,1.01,16646,1120.63,-1.27,-2.5,-3.7,-1.89,-16.13,5,-1
20030825,7.7,7.95,8.18,8.68,7.66,7.92,9.99,-0.24,-0.58,-0.82,-0.29,-0.18,33.16,42.23,48.99,49.15,26.08,11.9,34.22,47.15,18.27,8.48,28.11,45.1,23.98,18.02,11.72,5.9,0.25,0.3,0.45,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-182.8,-99.31,-92.7,1.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35.12,13.52,0.08,0.09,15542,1106.47,-1.28,-3.14,-3.75,-1.91,-13.97,1,-1
20030826,7.35,7.9,8.11,8.69,7.66,7.91,9.97,-0.27,-0.61,-0.88,-0.31,-0.19,26.33,38.37,47.56,48.39,21.88,10.27,30,45.12,13.48,7.02,21.55,41.07,26.58,18.21,11.55,5.81,0.28,0.31,0.46,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-210.28,-151.48,-120.63,-16.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50.03,21.9,2.85,1.51,14280,1049.11,-4.55,-6.96,-8.12,-6.37,-16.95,2,-1
20030827,7.1,7.78,8.02,8.69,7.66,7.9,9.94,-0.31,-0.65,-0.96,-0.33,-0.21,22.63,35.9,46.58,47.85,16.83,8.02,24.25,42.33,6.74,3.51,12.75,36.74,29.42,18.56,11.4,5.74,0.26,0.31,0.46,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-180.27,-201.15,-144.14,-31.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54.96,25.16,4.08,2.18,12607,992.2,-3.4,-8.97,-10.69,-14.46,-19.77,3,-1
20030828,6.85,7.67,7.92,8.69,7.66,7.89,9.91,-0.35,-0.71,-1.06,-0.35,-0.22,19.57,33.62,45.62,47.32,12.35,5.93,18.29,38.97,3.37,1.75,6.38,32.26,32.67,19.15,11.3,5.7,0.24,0.31,0.46,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,-154.76,-229.77,-163.99,-44.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61.92,30.28,6.09,3.29,11456,951.67,-3.52,-11.04,-13.29,-13.29,-22.16,4,-1
20030829,7.1,7.58,7.83,8.69,7.67,7.87,9.88,-0.36,-0.73,-1.09,-0.37,-0.24,30.07,37.78,46.73,47.9,12.36,6.47,14.52,36.76,12.4,7.54,6.99,32.33,35.72,19.75,11.21,5.65,0.25,0.32,0.46,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-107.93,-187.04,-160.39,-42.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63.18,31.27,6.49,3.51,13279,1018.21,3.65,-3.4,-8.97,-12.35,-20.22,5,-1
20030901,6.8,7.46,7.73,8.67,7.67,7.86,9.85,-0.38,-0.77,-1.16,-0.39,-0.25,25.61,35.01,45.59,47.27,10.88,5.98,11.05,34.37,7.92,4.99,4.12,29.59,38.6,20.38,11.13,5.62,0.27,0.32,0.45,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-100,-170.18,-167.79,-50.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64.49,32.28,6.89,3.73,11051,924.07,-4.23,-4.23,-11.69,-15,-21.84,1,-1
20030902,7,7.36,7.67,8.65,7.66,7.85,9.82,-0.38,-0.79,-1.17,-0.41,-0.27,32.97,38.19,46.48,47.73,11.55,7.34,9.1,32.94,12.89,10.07,5.18,30.07,41.19,20.97,11.05,5.58,0.28,0.3,0.45,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,-78.94,-136.33,-158.77,-47.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64.49,32.28,6.89,3.73,12443,965.01,2.94,2.19,-4.76,-12.5,-14.63,2,-1
20030903,7.45,7.31,7.65,8.64,7.67,7.84,9.79,-0.33,-0.78,-1.11,-0.42,-0.28,46.26,44.6,48.41,48.75,18.82,13.64,9.85,33.45,33.37,26.25,11.34,34.48,38.86,20.69,10.9,5.51,0.3,0.3,0.45,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,2.35,-55.96,-117.27,-22.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17.91,15.35,2.78,1.6,15594,1167.57,6.43,4.93,4.93,-6.29,-5.7,3,-1
20030904,7.2,7.23,7.61,8.63,7.67,7.83,9.76,-0.31,-0.78,-1.09,-0.43,-0.29,41.22,42.05,47.44,48.23,24.11,18.02,10.33,33.76,34.68,26.76,11.3,34.37,35.64,20.18,10.74,5.43,0.32,0.3,0.45,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,18.11,-49.7,-114.44,-22.54,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6.71,10.39,1.46,0.9,12556,1065.63,-3.36,5.88,5.11,-8.86,-11.11,4,1
20030905,7.3,7.19,7.58,8.62,7.68,7.82,9.74,-0.28,-0.77,-1.05,-0.44,-0.3,43.94,43.41,47.86,48.45,30.58,22.03,11.06,34.25,43.53,30.05,12.52,35.24,32.75,19.69,10.58,5.35,0.33,0.29,0.45,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,38.97,-44.24,-111.84,-22.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.71,10.39,1.46,0.9,13536,1079.24,1.39,4.29,2.82,-6.41,-8.18,5,1
20030908,7.15,7.13,7.54,8.6,7.68,7.81,9.7,-0.26,-0.78,-1.04,-0.46,-0.31,40.79,41.86,47.28,48.14,35.05,23.73,11.13,34.26,43.99,27.14,11.26,34.29,30.5,19.29,10.43,5.28,0.34,0.29,0.44,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,27.99,-54.79,-115.25,-29.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10.22,11.79,1.89,1.13,12485,1057.64,-2.05,-4.03,5.15,-7.14,-8.92,1,-1
20030909,7.05,7.1,7.5,8.57,7.68,7.8,9.67,-0.26,-0.78,-1.04,-0.47,-0.32,38.74,40.83,46.9,47.93,36.58,23.38,10.55,33.8,39.64,22.66,9.38,32.88,29.47,19.13,10.31,5.23,0.33,0.3,0.44,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,0.73,-64.52,-117.47,-35.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20.22,15.94,3.19,1.82,11557,1044.66,-1.4,-2.08,0.71,-4.08,-10.19,2,-1
20030910,6.95,7.08,7.43,8.52,7.68,7.8,9.63,-0.26,-0.79,-1.04,-0.48,-0.33,36.69,39.8,46.51,47.72,34.92,21.38,9.43,32.95,31.59,17.39,7.19,31.26,29.15,19.1,10.2,5.18,0.32,0.29,0.43,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-52.92,-82.42,-123.44,-45.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.3,18.63,4.06,2.28,11027,1037.14,-1.42,-4.79,-6.71,-2.11,-16.27,3,-1
20030912,7.1,7.11,7.39,8.47,7.68,7.8,9.6,-0.24,-0.78,-1.02,-0.49,-0.34,41.82,42.11,47.17,48.06,35.4,21.18,8.94,32.58,36.38,20.77,7.97,31.83,28.87,19.08,10.1,5.13,0.31,0.28,0.42,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-36.56,-69.38,-114.88,-42.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.3,18.63,4.06,2.28,11650,1050.59,2.16,-0.7,-1.39,3.65,-10.13,5,-1
20030915,7,7.1,7.34,8.42,7.68,7.8,9.58,-0.23,-0.78,-1.01,-0.5,-0.35,39.45,41.01,46.78,47.85,34.57,20.45,8.4,32.12,32.9,19,7.32,31.19,28.04,18.95,9.99,5.08,0.3,0.28,0.41,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-38.83,-65.1,-111.1,-42.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20.62,16.56,3.58,2.03,11072,1042.45,-1.41,-0.71,-4.11,-1.41,-13.58,1,-1
20030916,7.45,7.16,7.31,8.39,7.69,7.8,9.55,-0.18,-0.75,-0.93,-0.51,-0.36,52.82,47.5,48.74,48.87,42.25,24.85,10.11,33.09,57.62,33.64,13.52,35.04,25.96,18.26,9.84,5.01,0.32,0.29,0.41,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,50.79,-14.37,-90.02,-27.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.18,5.03,0.75,0.59,14561,1266.74,6.43,7.19,4.2,9.56,-6.87,2,1
20030917,7.4,7.21,7.28,8.35,7.69,7.8,9.52,-0.15,-0.73,-0.87,-0.51,-0.37,51.42,46.9,48.53,48.76,47.03,29.91,12.04,34.23,56.59,40.03,15.91,36.5,26.21,17.66,9.72,4.95,0.34,0.31,0.4,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,141.95,52.23,-68.35,-12.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.53,6.36,2.4,1.06,10980,1242.71,-0.67,4.23,4.96,5.71,-7.5,3,1
20030918,7.5,7.21,7.26,8.33,7.7,7.8,9.49,-0.11,-0.69,-0.8,-0.51,-0.37,54.12,48.28,48.96,48.99,51.9,36.23,14.2,35.54,61.63,48.86,18.52,38.16,25.99,17.01,9.59,4.89,0.32,0.31,0.4,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,103.7,52.13,-69.89,-16.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,4.65,1.94,0.82,13197,1272.67,1.35,7.14,7.91,0.67,-5.66,4,1
20030919,7.55,7.25,7.24,8.31,7.7,7.8,9.46,-0.07,-0.66,-0.73,-0.51,-0.38,55.5,48.98,49.18,49.1,56.91,42.96,16.31,36.84,66.93,56.43,20.53,39.45,26.82,16.69,9.49,4.84,0.32,0.32,0.39,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,128.3,101.49,-57.73,-8.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34.29,10.68,3.72,1.75,16054,1291.71,0.67,1.34,6.34,4.86,-4.43,5,1
20030922,7.5,7.27,7.22,8.29,7.71,7.8,9.42,-0.05,-0.63,-0.68,-0.51,-0.38,53.71,48.29,48.97,48.99,60.2,49.95,17.82,37.77,66.8,63.93,20.83,39.63,27.08,16.3,9.38,4.79,0.32,0.32,0.39,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,84.73,93.55,-60.95,-12.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.42,8.87,3.24,1.51,13065,1271.92,-0.66,1.35,7.14,2.74,-3.85,1,1
20030923,8,7.35,7.24,8.28,7.72,7.8,9.39,0.01,-0.58,-0.57,-0.5,-0.39,65.93,54.95,51.09,50.11,67.93,60.62,21.22,39.97,83.4,81.97,28.02,44.35,28.69,16.36,9.33,4.76,0.34,0.34,0.39,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,131.56,182.29,-36.79,5.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43.16,17.41,5.87,2.9,17121,1542.32,6.67,6.67,7.38,11.89,3.9,2,1
20030924,8,7.45,7.27,8.25,7.73,7.8,9.37,0.05,-0.52,-0.47,-0.5,-0.39,65.93,54.95,51.09,50.11,72.28,67.52,24.68,42.22,80.98,81.31,31.62,46.71,31.15,16.78,9.31,4.76,0.35,0.34,0.39,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,149.02,211.29,-17.61,20.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53.26,24.82,8.41,4.26,17121,1542.32,0,5.96,8.11,13.48,8.84,3,1
20030925,7.8,7.53,7.31,8.22,7.74,7.8,9.34,0.07,-0.49,-0.42,-0.49,-0.39,58.32,51.99,50.23,49.67,72.4,69.85,26.65,43.49,72.64,74.52,30.6,46.04,31.58,16.81,9.26,4.74,0.35,0.34,0.38,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,75.4,120.91,-36.84,2.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35.43,17.43,6.46,3.29,16009,1514.52,-2.5,4,4,12.23,9.86,4,1
20030926,7.6,7.58,7.35,8.19,7.74,7.81,9.3,0.06,-0.47,-0.41,-0.49,-0.39,51.7,49.19,49.38,49.23,68.71,68.13,26.92,43.61,61.32,64.68,27.44,43.85,31.14,16.67,9.2,4.71,0.36,0.33,0.37,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,31.79,82.31,-44.77,-5.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27.21,13.87,5.5,2.8,14523,1476.42,-2.56,-5,0.66,7.04,10.95,5,-1
20030929,7.5,7.63,7.37,8.15,7.75,7.81,9.27,0.04,-0.46,-0.41,-0.49,-0.4,48.63,47.83,48.96,49.01,63.17,64.26,26.09,43.02,52.09,56.53,24.43,41.83,28.91,16.11,9.1,4.67,0.37,0.33,0.36,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-48.16,31.87,-58.49,-17.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8.85,5.48,3.13,1.6,13789,1466.76,-1.32,-6.25,0,7.14,5.63,1,-1
20030930,7.4,7.63,7.39,8.12,7.75,7.81,9.24,0.02,-0.45,-0.43,-0.49,-0.4,45.63,46.49,48.54,48.79,52.46,59.25,24.56,41.98,31.04,49.23,21.5,39.9,26.9,15.58,9,4.63,0.33,0.33,0.36,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-75.31,17.35,-59.91,-20.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8.85,5.48,3.13,1.6,12786,1453.39,-1.33,-5.13,-7.5,-0.67,8.82,2,-1
20031001,7.35,7.62,7.41,8.08,7.75,7.81,9.2,0,-0.45,-0.44,-0.5,-0.41,44.11,45.81,48.32,48.68,40.98,53.07,22.81,40.81,18.02,40.69,19.32,38.47,24.72,14.99,8.89,4.58,0.31,0.32,0.35,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-87.65,-3.56,-63,-23.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.1,3.78,2.66,1.36,11815,1446.83,-0.68,-3.29,-8.12,-0.68,5,3,-1
20031002,7.5,7.62,7.42,8.04,7.75,7.8,9.17,0,-0.43,-0.43,-0.49,-0.42,49.68,48.2,49,49.03,32.96,49.3,22,40.25,16.91,41.77,20.38,39.14,23.74,14.66,8.81,4.55,0.31,0.32,0.35,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-45.27,29.07,-51.25,-16.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.87,8.43,4.01,2.06,13281,1476.74,2.04,0,-3.85,0,0.67,4,-1
20031003,7.45,7.61,7.43,8,7.76,7.8,9.13,0,-0.42,-0.43,-0.49,-0.42,47.91,47.46,48.78,48.92,26.54,46.38,21.55,39.84,13.72,40.53,20.64,39.02,22.85,14.35,8.73,4.52,0.29,0.3,0.35,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,-57.72,11.72,-54.59,-19.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.87,8.43,4.01,2.06,12216,1469.64,-0.67,0.68,-1.97,-1.32,3.47,5,-1
20031006,7.45,7.6,7.44,7.97,7.76,7.8,9.1,-0.01,-0.41,-0.42,-0.49,-0.42,47.91,47.46,48.78,48.92,21.74,44.22,21.29,39.54,12.12,39.91,20.77,38.95,22.05,14.05,8.65,4.48,0.28,0.3,0.34,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-54.5,9.65,-53.09,-19.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.87,8.43,4.01,2.06,12216,1469.64,0,1.36,-0.67,-0.67,2.05,1,-1
20031007,7.35,7.54,7.45,7.92,7.76,7.79,9.08,-0.02,-0.41,-0.43,-0.5,-0.43,44.04,45.91,48.34,48.69,16.51,41.49,20.78,39.03,6.06,36.03,19.76,37.99,20.82,13.67,8.57,4.45,0.25,0.29,0.34,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-70.58,-15.64,-58.42,-24.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.7,6.43,3.51,1.82,10941,1452.53,-1.34,-2,-0.68,-8.12,2.8,2,-1
20031008,7.3,7.47,7.46,7.89,7.75,7.79,9.05,-0.03,-0.41,-0.44,-0.5,-0.44,42.15,45.14,48.12,48.58,13.3,38.43,20.1,38.37,6.88,32.3,18.75,37.05,18.76,13.11,8.47,4.41,0.23,0.29,0.34,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-123.41,-50.54,-65.72,-29.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.26,2.45,2.49,1.32,9495,1442.69,-0.68,-2.01,-0.68,-8.75,3.55,3,-1
